0	 0	 0	 0
0	 0	 0	 4.000000e-01
0	 0	 0	 8.000000e-01
0	 0	 0	 1.200000e+00
0	 0	 4.000000e-01	 0
0	 0	 4.000000e-01	 4.000000e-01
0	 0	 4.000000e-01	 8.000000e-01
0	 0	 4.000000e-01	 1.200000e+00
0	 0	 8.000000e-01	 0
0	 0	 8.000000e-01	 4.000000e-01
0	 0	 8.000000e-01	 8.000000e-01
0	 0	 8.000000e-01	 1.200000e+00
0	 0	 1.200000e+00	 0
0	 0	 1.200000e+00	 4.000000e-01
0	 0	 1.200000e+00	 8.000000e-01
0	 0	 1.200000e+00	 1.200000e+00
0	 7.000000e-01	 0	 0
0	 7.000000e-01	 0	 4.000000e-01
0	 7.000000e-01	 0	 8.000000e-01
0	 7.000000e-01	 0	 1.200000e+00
0	 7.000000e-01	 4.000000e-01	 0
0	 7.000000e-01	 4.000000e-01	 4.000000e-01
0	 7.000000e-01	 4.000000e-01	 8.000000e-01
0	 7.000000e-01	 4.000000e-01	 1.200000e+00
0	 7.000000e-01	 8.000000e-01	 0
0	 7.000000e-01	 8.000000e-01	 4.000000e-01
0	 7.000000e-01	 8.000000e-01	 8.000000e-01
0	 7.000000e-01	 8.000000e-01	 1.200000e+00
0	 7.000000e-01	 1.200000e+00	 0
0	 7.000000e-01	 1.200000e+00	 4.000000e-01
0	 7.000000e-01	 1.200000e+00	 8.000000e-01
0	 7.000000e-01	 1.200000e+00	 1.200000e+00
0	 1.400000e+00	 0	 0
0	 1.400000e+00	 0	 4.000000e-01
0	 1.400000e+00	 0	 8.000000e-01
0	 1.400000e+00	 0	 1.200000e+00
0	 1.400000e+00	 4.000000e-01	 0
0	 1.400000e+00	 4.000000e-01	 4.000000e-01
0	 1.400000e+00	 4.000000e-01	 8.000000e-01
0	 1.400000e+00	 4.000000e-01	 1.200000e+00
0	 1.400000e+00	 8.000000e-01	 0
0	 1.400000e+00	 8.000000e-01	 4.000000e-01
0	 1.400000e+00	 8.000000e-01	 8.000000e-01
0	 1.400000e+00	 8.000000e-01	 1.200000e+00
0	 1.400000e+00	 1.200000e+00	 0
0	 1.400000e+00	 1.200000e+00	 4.000000e-01
0	 1.400000e+00	 1.200000e+00	 8.000000e-01
